LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
PRT,FISHLAND,NLD,USD,A,1999,300222973.6,
PRT,FISHLAND,NLD,USD,A,2000,252449628,
PRT,FISHLAND,NLD,USD,A,2001,261136268.2,
PRT,FISHLAND,NLD,USD,A,2002,286669298.1,
PRT,FISHLAND,NLD,USD,A,2003,329147575.3,
PRT,FISHLAND,NLD,USD,A,2004,324188314,
PRT,FISHLAND,NLD,USD,A,2005,319010991.2,
PRT,FISHLAND,NLD,USD,A,2006,297373587.8,
PRT,FISHLAND,NLD,USD,A,2007,377129408.4,
PRT,FISHLAND,NLD,USD,A,2008,478502712.8,
PRT,FISHLAND,NLD,USD,A,2009,402104218.2,
PRT,FISHLAND,NLD,USD,A,2010,410339251.7,
PRT,FISHLAND,NLD,USD,A,2011,404457541,
PRT,FISHLAND,NLD,USD,A,2012,386654157.1,
PRT,FISHLAND,NLD,USD,A,2013,359517252.7,
PRT,FISHLAND,NLD,USD,A,2014,351500585.7,
PRT,FISHLAND,NLD,USD,A,2015,308483264.8,
PRT,FISHLAND,NLD,USD,A,2016,329504236.9,
PRT,FISHLAND,NLD,USD,A,2017,351008587.1,
PRT,FISHLAND,NLD,USD,A,2018,379872309.3,
PRT,FISHLAND,NLD,USD,A,2019,397827323.3,
PRT,FISHLAND,NLD,USD,A,2020,376058290.8,P
PRT,FISHLAND,NLF,USD,A,1995,0,
PRT,FISHLAND,NLF,USD,A,1996,0,
PRT,FISHLAND,NLF,USD,A,1997,0,
PRT,FISHLAND,NLF,USD,A,1998,0,
PRT,FISHLAND,NLF,USD,A,1999,0,
PRT,FISHLAND,NLF,USD,A,2000,0,
PRT,FISHLAND,NLF,USD,A,2001,0,
PRT,FISHLAND,NLF,USD,A,2002,0,
PRT,FISHLAND,NLF,USD,A,2003,0,
PRT,FISHLAND,NLF,USD,A,2004,0,
PRT,FISHLAND,NLF,USD,A,2005,0,
PRT,FISHLAND,NLF,USD,A,2006,0,
PRT,FISHLAND,NLF,USD,A,2007,0,
PRT,FISHLAND,NLF,USD,A,2008,114949846.9,
PRT,FISHLAND,NLF,USD,A,2009,104112917.9,
PRT,FISHLAND,NLF,USD,A,2010,165526816.8,
PRT,FISHLAND,NLF,USD,A,2011,197371341.9,
PRT,FISHLAND,NLF,USD,A,2012,190924813.7,
PRT,FISHLAND,NLF,USD,A,2013,195618576.8,
PRT,FISHLAND,NLF,USD,A,2014,148235692.2,
PRT,FISHLAND,NLF,USD,A,2015,104619749.9,
PRT,FISHLAND,NLF,USD,A,2016,198890281.5,
PRT,FISHLAND,NLF,USD,A,2017,198922188,
PRT,FISHLAND,NLF,USD,A,2018,210908281,
PRT,FISHLAND,NLF,USD,A,2019,176746019.6,
PRT,FISHLAND,NLF,USD,A,2020,157128569.6,P
ESP,FISHLAND,NLD,TONNE,A,1995,1080752,
ESP,FISHLAND,NLD,TONNE,A,1996,1054094,
ESP,FISHLAND,NLD,TONNE,A,1997,1016015,
ESP,FISHLAND,NLD,TONNE,A,1998,1106114,
ESP,FISHLAND,NLD,TONNE,A,1999,1087077,
ESP,FISHLAND,NLD,TONNE,A,2000,983808,
ESP,FISHLAND,NLD,TONNE,A,2001,962825,
ESP,FISHLAND,NLD,TONNE,A,2002,918245,
ESP,FISHLAND,NLD,TONNE,A,2003,876471,
ESP,FISHLAND,NLD,TONNE,A,2004,700715,
ESP,FISHLAND,NLD,TONNE,A,2005,703266,
ESP,FISHLAND,NLD,TONNE,A,2006,777558,
ESP,FISHLAND,NLD,TONNE,A,2007,836786,
ESP,FISHLAND,NLD,TONNE,A,2008,891294,
ESP,FISHLAND,NLD,TONNE,A,2009,703944.7,
ESP,FISHLAND,NLD,TONNE,A,2010,755465.3,
ESP,FISHLAND,NLD,TONNE,A,2011,712676.69,
ESP,FISHLAND,NLD,TONNE,A,2012,732943.94,
ESP,FISHLAND,NLD,TONNE,A,2013,868277.66,
ESP,FISHLAND,NLD,TONNE,A,2014,1079019.3,
ESP,FISHLAND,NLD,TONNE,A,2015,838977.03,
ESP,FISHLAND,NLD,TONNE,A,2016,799599.12,
ESP,FISHLAND,NLD,TONNE,A,2017,851353.04,
ESP,FISHLAND,NLD,TONNE,A,2018,406432.57,
ESP,FISHLAND,NLD,TONNE,A,2020,312781.2441,
ESP,FISHLAND,NLF,TONNE,A,2018,514401.6,
ESP,FISHLAND,NLF,TONNE,A,2020,349698.8164,
ESP,FISHLAND,NLD,USD,A,1995,2529235243,
ESP,FISHLAND,NLD,USD,A,1996,3246294222,
ESP,FISHLAND,NLD,USD,A,1997,3774746386,
ESP,FISHLAND,NLD,USD,A,1998,2281643513,
ESP,FISHLAND,NLD,USD,A,1999,1869358770,
ESP,FISHLAND,NLD,USD,A,2000,1614053615,
ESP,FISHLAND,NLD,USD,A,2001,1623790566,
ESP,FISHLAND,NLD,USD,A,2002,1846087161,
ESP,FISHLAND,NLD,USD,A,2003,2116412941,
ESP,FISHLAND,NLD,USD,A,2004,2295647416,
ESP,FISHLAND,NLD,USD,A,2005,1880677408,
ESP,FISHLAND,NLD,USD,A,2006,2108289259,
ESP,FISHLAND,NLD,USD,A,2007,2288574441,
ESP,FISHLAND,NLD,USD,A,2008,2801287838,
ESP,FISHLAND,NLD,USD,A,2009,2491219258,
ESP,FISHLAND,NLD,USD,A,2010,2475897685,
ESP,FISHLAND,NLD,USD,A,2011,2455364980,
ESP,FISHLAND,NLD,USD,A,2012,2368745056,
ESP,FISHLAND,NLD,USD,A,2013,2840685042,
ESP,FISHLAND,NLD,USD,A,2014,3577355674,
ESP,FISHLAND,NLD,USD,A,2015,2274622968,
ESP,FISHLAND,NLD,USD,A,2016,2249843071,
ESP,FISHLAND,NLD,USD,A,2017,2274354116,
ESP,FISHLAND,NLD,USD,A,2018,1198264119,
ESP,FISHLAND,NLD,USD,A,2020,826081481.6,
ESP,FISHLAND,NLF,USD,A,2018,977620245.3,
ESP,FISHLAND,NLF,USD,A,2020,835529807.8,
SWE,FISHLAND,NLD,TONNE,A,1995,171094,
SWE,FISHLAND,NLD,TONNE,A,1996,161512,
SWE,FISHLAND,NLD,TONNE,A,1997,183025.718,
SWE,FISHLAND,NLD,TONNE,A,1998,292399.5628,
SWE,FISHLAND,NLD,TONNE,A,1999,220766.4792,
SWE,FISHLAND,NLD,TONNE,A,2000,148755.0807,
SWE,FISHLAND,NLD,TONNE,A,2001,130520.309,
SWE,FISHLAND,NLD,TONNE,A,2002,132641.3453,
SWE,FISHLAND,NLD,TONNE,A,2003,109618.5739,
SWE,FISHLAND,NLD,TONNE,A,2004,109097.4428,
SWE,FISHLAND,NLD,TONNE,A,2005,112448.433,
SWE,FISHLAND,NLD,TONNE,A,2006,98711.7974,
SWE,FISHLAND,NLD,TONNE,A,2007,93590.7959,
SWE,FISHLAND,NLD,TONNE,A,2008,86624.064,
SWE,FISHLAND,NLD,TONNE,A,2009,76932.9589,
SWE,FISHLAND,NLD,TONNE,A,2010,70571.0486,
SWE,FISHLAND,NLD,TONNE,A,2011,65759.3157,
SWE,FISHLAND,NLD,TONNE,A,2012,74978.1103,
SWE,FISHLAND,NLD,TONNE,A,2013,76233.7461,
SWE,FISHLAND,NLD,TONNE,A,2014,79648.1198,
SWE,FISHLAND,NLD,TONNE,A,2015,86358.2992,
SWE,FISHLAND,NLD,TONNE,A,2016,91855.0799,
SWE,FISHLAND,NLD,TONNE,A,2017,83569.8952,
SWE,FISHLAND,NLD,TONNE,A,2018,90789.476,
SWE,FISHLAND,NLD,TONNE,A,2019,58781.863,
SWE,FISHLAND,NLD,TONNE,A,2020,61714.449,
SWE,FISHLAND,NLF,TONNE,A,1995,208088,
SWE,FISHLAND,NLF,TONNE,A,1996,171248,
SWE,FISHLAND,NLF,TONNE,A,1997,170736.8335,
SWE,FISHLAND,NLF,TONNE,A,1998,144254.6671,
SWE,FISHLAND,NLF,TONNE,A,1999,129079.6376,
SWE,FISHLAND,NLF,TONNE,A,2000,191717.8906,
SWE,FISHLAND,NLF,TONNE,A,2001,184335.8549,
SWE,FISHLAND,NLF,TONNE,A,2002,160873.2986,
SWE,FISHLAND,NLF,TONNE,A,2003,174314.3145,
SWE,FISHLAND,NLF,TONNE,A,2004,152110.5219,
SWE,FISHLAND,NLF,TONNE,A,2005,128131.8937,
SWE,FISHLAND,NLF,TONNE,A,2006,152279.0326,
SWE,FISHLAND,NLF,TONNE,A,2007,134280.1099,
SWE,FISHLAND,NLF,TONNE,A,2008,136152.096,
SWE,FISHLAND,NLF,TONNE,A,2009,123904.4652,
SWE,FISHLAND,NLF,TONNE,A,2010,134738.5208,
SWE,FISHLAND,NLF,TONNE,A,2011,112239.7073,
SWE,FISHLAND,NLF,TONNE,A,2012,75404.7177,
SWE,FISHLAND,NLF,TONNE,A,2013,102003.0578,
SWE,FISHLAND,NLF,TONNE,A,2014,92697.7919,
SWE,FISHLAND,NLF,TONNE,A,2015,116521.2692,
SWE,FISHLAND,NLF,TONNE,A,2016,106147.3562,
SWE,FISHLAND,NLF,TONNE,A,2017,138199.0244,
SWE,FISHLAND,NLF,TONNE,A,2018,124178.2295,
SWE,FISHLAND,NLF,TONNE,A,2019,119444.282,
SWE,FISHLAND,NLF,TONNE,A,2020,109385.405,
SWE,FISHLAND,NLD,USD,A,1997,119636642.9,
SWE,FISHLAND,NLD,USD,A,1998,114961869.8,
SWE,FISHLAND,NLD,USD,A,1999,101603719.6,
SWE,FISHLAND,NLD,USD,A,2000,82735777.3,
SWE,FISHLAND,NLD,USD,A,2001,83038698.78,
SWE,FISHLAND,NLD,USD,A,2002,84173621.91,
SWE,FISHLAND,NLD,USD,A,2003,85895999.86,
SWE,FISHLAND,NLD,USD,A,2004,91826777.97,
SWE,FISHLAND,NLD,USD,A,2005,93853126.03,
SWE,FISHLAND,NLD,USD,A,2006,101885044.8,
SWE,FISHLAND,NLD,USD,A,2007,117671043.1,
SWE,FISHLAND,NLD,USD,A,2008,107902052.5,
SWE,FISHLAND,NLD,USD,A,2009,86370326.88,
SWE,FISHLAND,NLD,USD,A,2010,94023154.19,
SWE,FISHLAND,NLD,USD,A,2011,113714201.6,
SWE,FISHLAND,NLD,USD,A,2012,114616140.2,
SWE,FISHLAND,NLD,USD,A,2013,106924610.2,
SWE,FISHLAND,NLD,USD,A,2014,93167486.6,
SWE,FISHLAND,NLD,USD,A,2015,85686919.9,
SWE,FISHLAND,NLD,USD,A,2016,91459284.49,
SWE,FISHLAND,NLD,USD,A,2017,94887365.59,
SWE,FISHLAND,NLD,USD,A,2018,88112810.69,
SWE,FISHLAND,NLD,USD,A,2019,70976849.52,
SWE,FISHLAND,NLD,USD,A,2020,71630682.04,
SWE,FISHLAND,NLF,USD,A,1997,61248109.91,
SWE,FISHLAND,NLF,USD,A,1998,29940333.45,
SWE,FISHLAND,NLF,USD,A,1999,26621269.96,
SWE,FISHLAND,NLF,USD,A,2000,33014997.77,
SWE,FISHLAND,NLF,USD,A,2001,42162648.89,
SWE,FISHLAND,NLF,USD,A,2002,36188325.78,
SWE,FISHLAND,NLF,USD,A,2003,34885332.75,
SWE,FISHLAND,NLF,USD,A,2004,35661596.52,
SWE,FISHLAND,NLF,USD,A,2005,36771580.22,
SWE,FISHLAND,NLF,USD,A,2006,45066825.56,
SWE,FISHLAND,NLF,USD,A,2007,55854235.12,
SWE,FISHLAND,NLF,USD,A,2008,56209364.38,
SWE,FISHLAND,NLF,USD,A,2009,45402266.2,
SWE,FISHLAND,NLF,USD,A,2010,49072276.92,
SWE,FISHLAND,NLF,USD,A,2011,58359672.61,
SWE,FISHLAND,NLF,USD,A,2012,52931709.57,
SWE,FISHLAND,NLF,USD,A,2013,58853517.11,
SWE,FISHLAND,NLF,USD,A,2014,42150290.44,
SWE,FISHLAND,NLF,USD,A,2015,40673105.45,
SWE,FISHLAND,NLF,USD,A,2016,44702102.68,
SWE,FISHLAND,NLF,USD,A,2017,53411795.23,
SWE,FISHLAND,NLF,USD,A,2018,45359068.71,
SWE,FISHLAND,NLF,USD,A,2019,43523577.51,
SWE,FISHLAND,NLF,USD,A,2020,34829874.38,
TUR,FISHLAND,NLD,TONNE,A,1995,582046,
TUR,FISHLAND,NLD,TONNE,A,1996,473695,
TUR,FISHLAND,NLD,TONNE,A,1997,403940,
TUR,FISHLAND,NLD,TONNE,A,1998,432700,
TUR,FISHLAND,NLD,TONNE,A,1999,523634,
TUR,FISHLAND,NLD,TONNE,A,2000,460521,
TUR,FISHLAND,NLD,TONNE,A,2001,484410,
TUR,FISHLAND,NLD,TONNE,A,2002,522744,
TUR,FISHLAND,NLD,TONNE,A,2003,463074,
TUR,FISHLAND,NLD,TONNE,A,2004,504897,
TUR,FISHLAND,NLD,TONNE,A,2005,380381,
TUR,FISHLAND,NLD,TONNE,A,2006,488966,
TUR,FISHLAND,NLD,TONNE,A,2007,589129,
TUR,FISHLAND,NLD,TONNE,A,2008,453113,
TUR,FISHLAND,NLD,TONNE,A,2009,425046,
TUR,FISHLAND,NLD,TONNE,A,2010,445680,
TUR,FISHLAND,NLD,TONNE,A,2011,477658.4,
TUR,FISHLAND,NLD,TONNE,A,2012,396322,
TUR,FISHLAND,NLD,TONNE,A,2013,339046.9,
TUR,FISHLAND,NLD,TONNE,A,2014,266077.6,
TUR,FISHLAND,NLD,TONNE,A,2015,397730.7,
TUR,FISHLAND,NLD,TONNE,A,2016,301582.1,
TUR,FISHLAND,NLD,TONNE,A,2017,322172.5,
TUR,FISHLAND,NLD,TONNE,A,2018,283954.8,
TUR,FISHLAND,NLD,TONNE,A,2019,431571.7,
TUR,FISHLAND,NLD,TONNE,A,2020,331280.8,
TUR,FISHLAND,NLD,USD,A,1995,1016240617,
TUR,FISHLAND,NLD,USD,A,1996,994293941.1,
TUR,FISHLAND,NLD,USD,A,1997,749426058.5,
TUR,FISHLAND,NLD,USD,A,1998,795868871.8,
TUR,FISHLAND,NLD,USD,A,1999,615603324,
TUR,FISHLAND,NLD,USD,A,2000,534212852,
TUR,FISHLAND,NLD,USD,A,2001,364589754.8,
TUR,FISHLAND,NLD,USD,A,2002,380657861.4,
TUR,FISHLAND,NLD,USD,A,2003,530063033,
TUR,FISHLAND,NLD,USD,A,2004,717055399.1,
TUR,FISHLAND,NLD,USD,A,2005,1090006016,
TUR,FISHLAND,NLD,USD,A,2006,1103942882,
TUR,FISHLAND,NLD,USD,A,2007,918930756,
TUR,FISHLAND,NLD,USD,A,2008,756844685.3,
TUR,FISHLAND,NLD,USD,A,2009,463227106.6,
TUR,FISHLAND,NLD,USD,A,2010,624324507.7,
TUR,FISHLAND,NLD,USD,A,2011,614792203.3,
TUR,FISHLAND,NLD,USD,A,2012,614880171.6,
TUR,FISHLAND,NLD,USD,A,2013,584993607.2,
TUR,FISHLAND,NLD,USD,A,2014,452882860,
TUR,FISHLAND,NLD,USD,A,2015,415166697.3,
TUR,FISHLAND,NLD,USD,A,2016,404916854.5,
TUR,FISHLAND,NLD,USD,A,2017,385770845.7,
TUR,FISHLAND,NLD,USD,A,2018,355824684.9,
TUR,FISHLAND,NLD,USD,A,2019,388352741,
TUR,FISHLAND,NLD,USD,A,2020,379178027.6,
GBR,FISHLAND,NLD,TONNE,A,1995,711062.0787,
GBR,FISHLAND,NLD,TONNE,A,1996,616997.1053,
GBR,FISHLAND,NLD,TONNE,A,1997,578085.6777,
GBR,FISHLAND,NLD,TONNE,A,1998,538291.694,
GBR,FISHLAND,NLD,TONNE,A,1999,493095.2044,
GBR,FISHLAND,NLD,TONNE,A,2000,464723.6115,
GBR,FISHLAND,NLD,TONNE,A,2001,461330.5301,
GBR,FISHLAND,NLD,TONNE,A,2002,467433.4699,
GBR,FISHLAND,NLD,TONNE,A,2003,451327.9303,
GBR,FISHLAND,NLD,TONNE,A,2004,461700.1843,
GBR,FISHLAND,NLD,TONNE,A,2005,499928.6972,
GBR,FISHLAND,NLD,TONNE,A,2006,418499.9724,
GBR,FISHLAND,NLD,TONNE,A,2007,441268.8198,
GBR,FISHLAND,NLD,TONNE,A,2008,408795.939,
GBR,FISHLAND,NLD,TONNE,A,2009,394746.6659,
GBR,FISHLAND,NLD,TONNE,A,2010,412150.048,
GBR,FISHLAND,NLD,TONNE,A,2011,407754.6743,
GBR,FISHLAND,NLD,TONNE,A,2012,401564.4843,
GBR,FISHLAND,NLD,TONNE,A,2013,406840.543,
GBR,FISHLAND,NLD,TONNE,A,2014,449581.6667,
GBR,FISHLAND,NLD,TONNE,A,2015,415834.823,
GBR,FISHLAND,NLD,TONNE,A,2016,445864.9439,
GBR,FISHLAND,NLD,TONNE,A,2017,434591.5658,
GBR,FISHLAND,NLD,TONNE,A,2018,428769.4512,
GBR,FISHLAND,NLD,TONNE,A,2019,389626.8564,
GBR,FISHLAND,NLD,TONNE,A,2020,378936.5686,
GBR,FISHLAND,NLF,TONNE,A,1995,187063.7485,
GBR,FISHLAND,NLF,TONNE,A,1996,256899.6885,
GBR,FISHLAND,NLF,TONNE,A,1997,283841.0907,
GBR,FISHLAND,NLF,TONNE,A,1998,372628.3361,
GBR,FISHLAND,NLF,TONNE,A,1999,329750.4926,
GBR,FISHLAND,NLF,TONNE,A,2000,282160.0979,
GBR,FISHLAND,NLF,TONNE,A,2001,277802.4932,
GBR,FISHLAND,NLF,TONNE,A,2002,219672.7453,
GBR,FISHLAND,NLF,TONNE,A,2003,189056.622,
GBR,FISHLAND,NLF,TONNE,A,2004,192379.2301,
GBR,FISHLAND,NLF,TONNE,A,2005,215506.3423,
GBR,FISHLAND,NLF,TONNE,A,2006,200465.9348,
GBR,FISHLAND,NLF,TONNE,A,2007,172019.1461,
GBR,FISHLAND,NLF,TONNE,A,2008,178656.7698,
GBR,FISHLAND,NLF,TONNE,A,2009,189442.1693,
GBR,FISHLAND,NLF,TONNE,A,2010,196656.6445,
GBR,FISHLAND,NLF,TONNE,A,2011,194998.5253,
GBR,FISHLAND,NLF,TONNE,A,2012,233292.7537,
GBR,FISHLAND,NLF,TONNE,A,2013,221448.1229,
GBR,FISHLAND,NLF,TONNE,A,2014,309383.539,
GBR,FISHLAND,NLF,TONNE,A,2015,293286.7711,
GBR,FISHLAND,NLF,TONNE,A,2016,254980.5574,
GBR,FISHLAND,NLF,TONNE,A,2017,293590.1831,
GBR,FISHLAND,NLF,TONNE,A,2018,271403.6389,
GBR,FISHLAND,NLF,TONNE,A,2019,229921.2224,
GBR,FISHLAND,NLF,TONNE,A,2020,245871.0141,
GBR,FISHLAND,NLD,USD,A,1995,737173914.3,
GBR,FISHLAND,NLD,USD,A,1996,742750965.5,
GBR,FISHLAND,NLD,USD,A,1997,748768289.3,
GBR,FISHLAND,NLD,USD,A,1998,782736265.9,
GBR,FISHLAND,NLD,USD,A,1999,731753396.5,
GBR,FISHLAND,NLD,USD,A,2000,638347048.7,
GBR,FISHLAND,NLD,USD,A,2001,613440845.6,
GBR,FISHLAND,NLD,USD,A,2002,624863611.7,
GBR,FISHLAND,NLD,USD,A,2003,647667153.8,
GBR,FISHLAND,NLD,USD,A,2004,741002975.9,
GBR,FISHLAND,NLD,USD,A,2005,834451440.6,
GBR,FISHLAND,NLD,USD,A,2006,908777775.6,
GBR,FISHLAND,NLD,USD,A,2007,1066656245,
GBR,FISHLAND,NLD,USD,A,2008,947646517.1,
GBR,FISHLAND,NLD,USD,A,2009,810956583.5,
GBR,FISHLAND,NLD,USD,A,2010,847034901.6,
GBR,FISHLAND,NLD,USD,A,2011,996427353.3,
GBR,FISHLAND,NLD,USD,A,2012,901143785.1,
GBR,FISHLAND,NLD,USD,A,2013,858582684.5,
GBR,FISHLAND,NLD,USD,A,2014,1012617638,
GBR,FISHLAND,NLD,USD,A,2015,844515717.7,
GBR,FISHLAND,NLD,USD,A,2016,936434248.4,
GBR,FISHLAND,NLD,USD,A,2017,938759232.6,
GBR,FISHLAND,NLD,USD,A,2018,988410061.4,
GBR,FISHLAND,NLD,USD,A,2019,960803402.7,
GBR,FISHLAND,NLD,USD,A,2020,743446919.8,
GBR,FISHLAND,NLF,USD,A,1995,179232653.3,
GBR,FISHLAND,NLF,USD,A,1996,228099534.8,
GBR,FISHLAND,NLF,USD,A,1997,251901224.8,
GBR,FISHLAND,NLF,USD,A,1998,294263110.2,
GBR,FISHLAND,NLF,USD,A,1999,204504647.8,
GBR,FISHLAND,NLF,USD,A,2000,194801742.4,
GBR,FISHLAND,NLF,USD,A,2001,215318536.1,
GBR,FISHLAND,NLF,USD,A,2002,196077513.5,
GBR,FISHLAND,NLF,USD,A,2003,214192159.4,
GBR,FISHLAND,NLF,USD,A,2004,195073891.2,
GBR,FISHLAND,NLF,USD,A,2005,208760979.3,
GBR,FISHLAND,NLF,USD,A,2006,221816307.2,
GBR,FISHLAND,NLF,USD,A,2007,225262939.4,
GBR,FISHLAND,NLF,USD,A,2008,214528749,
GBR,FISHLAND,NLF,USD,A,2009,248322675.2,
GBR,FISHLAND,NLF,USD,A,2010,265729432.7,
GBR,FISHLAND,NLF,USD,A,2011,338560561.8,
GBR,FISHLAND,NLF,USD,A,2012,347589359.4,
GBR,FISHLAND,NLF,USD,A,2013,301973301.6,
GBR,FISHLAND,NLF,USD,A,2014,410790414.9,
GBR,FISHLAND,NLF,USD,A,2015,340471738.7,
GBR,FISHLAND,NLF,USD,A,2016,340886397.9,
GBR,FISHLAND,NLF,USD,A,2017,336981364.8,
GBR,FISHLAND,NLF,USD,A,2018,350709494,
GBR,FISHLAND,NLF,USD,A,2019,276983082.3,
GBR,FISHLAND,NLF,USD,A,2020,267471728.6,
USA,FISHLAND,NLD,TONNE,A,1995,5123518,
USA,FISHLAND,NLD,TONNE,A,1996,4976098,
USA,FISHLAND,NLD,TONNE,A,1997,5091700,
USA,FISHLAND,NLD,TONNE,A,1998,4752604,
USA,FISHLAND,NLD,TONNE,A,1999,4872408,
USA,FISHLAND,NLD,TONNE,A,2000,4757457,
USA,FISHLAND,NLD,TONNE,A,2001,4971364,
USA,FISHLAND,NLD,TONNE,A,2002,4956261,
USA,FISHLAND,NLD,TONNE,A,2003,5026588,
USA,FISHLAND,NLD,TONNE,A,2004,5093639,
USA,FISHLAND,NLD,TONNE,A,2005,5024790,
USA,FISHLAND,NLD,TONNE,A,2006,4973791,
USA,FISHLAND,NLD,TONNE,A,2007,4880670,
USA,FISHLAND,NLD,TONNE,A,2008,4400799,
USA,FISHLAND,NLD,TONNE,A,2009,4194415,
USA,FISHLAND,NLD,TONNE,A,2010,4321211,
USA,FISHLAND,NLD,TONNE,A,2011,5039855,
USA,FISHLAND,NLD,TONNE,A,2012,4968645,
USA,FISHLAND,NLD,TONNE,A,2013,4948314,
USA,FISHLAND,NLD,TONNE,A,2014,4788338,
USA,FISHLAND,NLD,TONNE,A,2015,4883594,
USA,FISHLAND,NLD,TONNE,A,2016,4793947,
USA,FISHLAND,NLD,TONNE,A,2017,4990078,
USA,FISHLAND,NLD,TONNE,A,2018,4734806,
USA,FISHLAND,NLD,TONNE,A,2019,4735498,
USA,FISHLAND,NLD,TONNE,A,2020,4161177,
USA,FISHLAND,NLF,TONNE,A,1995,205122,
USA,FISHLAND,NLF,TONNE,A,1996,184230,
USA,FISHLAND,NLF,TONNE,A,1997,171743,
USA,FISHLAND,NLF,TONNE,A,1998,193694,
USA,FISHLAND,NLF,TONNE,A,1999,202517,
USA,FISHLAND,NLF,TONNE,A,2000,131675,
USA,FISHLAND,NLF,TONNE,A,2001,138584,
USA,FISHLAND,NLF,TONNE,A,2002,144203,
USA,FISHLAND,NLF,TONNE,A,2003,89972,
USA,FISHLAND,NLF,TONNE,A,2004,75001,
USA,FISHLAND,NLF,TONNE,A,2005,59991,
USA,FISHLAND,NLF,TONNE,A,2006,69762,
USA,FISHLAND,NLF,TONNE,A,2007,71838,
USA,FISHLAND,NLF,TONNE,A,2008,113886,
USA,FISHLAND,NLF,TONNE,A,2009,176976,
USA,FISHLAND,NLF,TONNE,A,2010,219023,
USA,FISHLAND,NLF,TONNE,A,2011,204500,
USA,FISHLAND,NLF,TONNE,A,2012,254906,
USA,FISHLAND,NLF,TONNE,A,2013,252061,
USA,FISHLAND,NLF,TONNE,A,2014,291949,
USA,FISHLAND,NLF,TONNE,A,2015,248621,
USA,FISHLAND,NLF,TONNE,A,2016,190707,
USA,FISHLAND,NLF,TONNE,A,2017,190553,
USA,FISHLAND,NLF,TONNE,A,2018,200077,
USA,FISHLAND,NLF,TONNE,A,2019,216357,
USA,FISHLAND,NLF,TONNE,A,2020,190813,
USA,FISHLAND,NLD,USD,A,1995,3815031714,
USA,FISHLAND,NLD,USD,A,1996,3550815650,
USA,FISHLAND,NLD,USD,A,1997,3589200741,
USA,FISHLAND,NLD,USD,A,1998,3210013136,
USA,FISHLAND,NLD,USD,A,1999,3570202170,
USA,FISHLAND,NLD,USD,A,2000,3671099756,
USA,FISHLAND,NLD,USD,A,2001,3245015229,
USA,FISHLAND,NLD,USD,A,2002,3152239507,
USA,FISHLAND,NLD,USD,A,2003,3333467478,
USA,FISHLAND,NLD,USD,A,2004,3769163285,
USA,FISHLAND,NLD,USD,A,2005,3959645614,
USA,FISHLAND,NLD,USD,A,2006,4215379861,
USA,FISHLAND,NLD,USD,A,2007,4190142189,
USA,FISHLAND,NLD,USD,A,2008,4385023448,
USA,FISHLAND,NLD,USD,A,2009,3917239241,
USA,FISHLAND,NLD,USD,A,2010,4662231212,
USA,FISHLAND,NLD,USD,A,2011,5539979975,
USA,FISHLAND,NLD,USD,A,2012,5570281016,
USA,FISHLAND,NLD,USD,A,2013,5695629917,
USA,FISHLAND,NLD,USD,A,2014,5703613154,
USA,FISHLAND,NLD,USD,A,2015,5373301402,
USA,FISHLAND,NLD,USD,A,2016,5713126516,
USA,FISHLAND,NLD,USD,A,2017,5595882194,
USA,FISHLAND,NLD,USD,A,2018,5757201639,
USA,FISHLAND,NLD,USD,A,2019,5598014307,
USA,FISHLAND,NLD,USD,A,2020,4755207765,
USA,FISHLAND,NLF,USD,A,1995,176264000,
USA,FISHLAND,NLF,USD,A,1996,160031000,
USA,FISHLAND,NLF,USD,A,1997,185513000,
USA,FISHLAND,NLF,USD,A,1998,179454544,
USA,FISHLAND,NLF,USD,A,1999,143225117,
USA,FISHLAND,NLF,USD,A,2000,88890319,
USA,FISHLAND,NLF,USD,A,2001,115462194,
USA,FISHLAND,NLF,USD,A,2002,118291909,
USA,FISHLAND,NLF,USD,A,2003,76276614,
USA,FISHLAND,NLF,USD,A,2004,71046056,
USA,FISHLAND,NLF,USD,A,2005,53593594,
USA,FISHLAND,NLF,USD,A,2006,61151893,
USA,FISHLAND,NLF,USD,A,2007,62479843,
USA,FISHLAND,NLF,USD,A,2008,95928174,
USA,FISHLAND,NLF,USD,A,2009,171344228,
USA,FISHLAND,NLF,USD,A,2010,274328004,
USA,FISHLAND,NLF,USD,A,2011,325638431,
USA,FISHLAND,NLF,USD,A,2012,529947586,
USA,FISHLAND,NLF,USD,A,2013,548701622,
USA,FISHLAND,NLF,USD,A,2014,437923500,
USA,FISHLAND,NLF,USD,A,2015,284094330,
USA,FISHLAND,NLF,USD,A,2016,276910114,
USA,FISHLAND,NLF,USD,A,2017,272889389,
USA,FISHLAND,NLF,USD,A,2018,308319859,
USA,FISHLAND,NLF,USD,A,2019,264574021,
USA,FISHLAND,NLF,USD,A,2020,281943162,
ARG,FISHLAND,NLD,TONNE,A,1995,1148679.2,
ARG,FISHLAND,NLD,TONNE,A,1996,1249542.7,
ARG,FISHLAND,NLD,TONNE,A,1997,1343218.9,
ARG,FISHLAND,NLD,TONNE,A,1998,1120151.9,
ARG,FISHLAND,NLD,TONNE,A,1999,1020006.5,
ARG,FISHLAND,NLD,TONNE,A,2000,857367.8,
ARG,FISHLAND,NLD,TONNE,A,2001,890767.3,
